name,countValue
catMul.binary,176
catMul.over10,176
catSin.case1,4
catSin.case2,6
catSin.case3,1
cont.main,9
cont.ordcattry,4
cont.ordcattry.binsbinary,1
cont.ordcattry.ordcat,3
excluded.catSin,3
int.continuous,13
int.onevalue,5
notinphenofile,2
ordCat,7
start.catMul,28
start.catSin,11
start.int,18
success.binary,178
success.continuous,9
success.ordCat,7
success.unordCat,6
