name,countValue
catSin.case1,10
catSin.case2,13
catSin.case3,9
cont.main,40
cont.ordcattry,7
cont.ordcattry.ordcat,7
excluded.catSin,3
int.catord,6
int.continuous,32
notinphenofile,7
ordCat,23
start.catSin,32
start.cont,15
start.int,38
success.binary,9
success.continuous,40
success.ordCat,23
success.unordCat,13
