name,countValue
catSin.case1,2
catSin.case2,29
catSin.case3,13
cont.main,32
cont.onevalue,2
cont.ordcattry,6
cont.ordcattry.binsbinary,2
cont.ordcattry.ordcat,4
excluded.catMul,4
excluded.catSin,12
int.catord,10
int.continuous,13
notinphenofile,9
ordCat,16
start.catSin,44
start.cont,27
start.int,23
success.binary,15
success.continuous,32
success.ordCat,16
success.unordCat,29
