name,countValue
catSin.case1,35
catSin.case2,17
catSin.case3,71
cont.main,75
cont.ordcattry,23
cont.ordcattry.ordcat,23
excluded.catSin,3
int.catord,9
int.continuous,64
notinphenofile,4
ordCat,67
ordCat.error,1
start.catSin,124
start.cont,34
start.int,73
success.binary,71
success.continuous,75
success.ordCat,66
success.unordCat,17
