name,countValue
catSin.case1,35
catSin.case2,10
catSin.case3,1
cont.main,31
cont.ordcattry,18
cont.ordcattry.ordcat,18
excluded.catSin,5
excluded.int,3
int.catord,7
int.continuous,43
int.onevalue,2
notinphenofile,10
ordCat,60
start.catSin,46
start.cont,6
start.int,52
success.binary,1
success.continuous,31
success.ordCat,60
success.unordCat,10
