name,countValue
binary.500,1
catSin.case1,53
catSin.case2,18
catSin.case3,10
cont.main,113
cont.ordcattry,32
cont.ordcattry.ordcat,32
excluded.catSin,4
excluded.cont,50
excluded.int,8
int.continuous,7
notinphenofile,5
ordCat,85
start.catSin,81
start.cont,138
start.int,7
success.binary,9
success.continuous,113
success.ordCat,85
success.unordCat,16
unordCat.500,2
