name,countValue
binary.error,3
catMul.binary,205
catMul.over10,205
catSin.case1,1
catSinToCatMul,5
cont.main,5
excluded.catSin,24
excluded.int,3
int.catord,1
int.continuous,1
int.onevalue,1
notinphenofile,2
ordCat,2
start.catMul,28
start.catSin,1
start.cont,4
start.int,3
success.binary,202
success.continuous,5
success.ordCat,2
