varName,varType,n,beta,lower,upper,pvalue
"6333",INTEGER,41615,-0.00522611179158483,-0.0217600739999773,0.0113078504168077,0.535570521590177
"6348",INTEGER,41574,0.0136547633597293,-0.00170358003931252,0.0290131067587711,0.0814089180490688
"6350",INTEGER,40460,0.011814284546551,-0.00366705871246786,0.0272956278055698,0.134725841047311
"6772",INTEGER,40594,0.014754074365166,-0.000804959770808647,0.0303131085011407,0.0630883924105172
"6773",INTEGER,40448,0.0131531273599643,-0.00225891245973127,0.0285651671796599,0.0943850487767883
"12143",INTEGER,54469,-0.00504498782901939,-0.0175875279921545,0.00749755233411577,0.430481325514276
"12144",INTEGER,54469,-0.00236036326424527,-0.0125758016875188,0.00785507515902826,0.650639629529903
"12336",INTEGER,48485,-0.000714285351439457,-0.0161455468885549,0.014716976185676,0.927711102726434
"12338",INTEGER,45774,-0.00110230336907123,-0.0170229897680011,0.0148183830298586,0.892054330843269
"12340",INTEGER,48479,0.0080632784851879,-0.00639419056982619,0.022520747540202,0.274334960673923
"12651",INTEGER,43258,0.0017023249942495,-0.0140874176814041,0.0174920676699031,0.832643481218008
"12673",INTEGER,45691,0.00634931917529384,-0.00956098227314332,0.022259620623731,0.434111108193589
"12674",INTEGER,45491,-0.00435893408430718,-0.0198530485201176,0.0111351803515032,0.581356610632341
"12675",INTEGER,45491,0.00279327308353918,-0.012934871791606,0.0185214179586843,0.727771795959221
"12676",INTEGER,45480,-0.00406059639170158,-0.0191782117774715,0.0110570189940683,0.598570523420251
"12677",INTEGER,45484,-0.00567084369173321,-0.0210684368570608,0.00972674947359433,0.470382720133962
"12678",INTEGER,45480,-0.00557196379284935,-0.0205095030792861,0.00936557549358736,0.464709403453021
"12679",CONTINUOUS,45699,0.00822032232014332,-0.00764000569675676,0.0240806503370434,0.30969874077446
"12680",CONTINUOUS,45474,-0.00304828789968316,-0.0182099463972427,0.0121133705978764,0.693534184303364
"12681",CONTINUOUS,45693,-0.00197260593243374,-0.0175482239867291,0.0136030121218617,0.80395740294625
"12682",CONTINUOUS,44610,-0.00189902471255381,-0.0168902727486953,0.0130922233235877,0.803914062349064
"12683",CONTINUOUS,45392,-0.000746608378307389,-0.0165274052841178,0.015034188527503,0.926117904513263
"12684",CONTINUOUS,44575,0.0082373232969203,-0.00792366774352421,0.0243983143373648,0.317786159726437
"12685",CONTINUOUS,45392,-0.00370825431632784,-0.019070964651024,0.0116544560183684,0.63613758421545
"12686",INTEGER,44615,-0.00481398172075794,-0.0200343502302796,0.0104063867887637,0.535310333011183
"12687",INTEGER,45484,-0.000551199033688015,-0.016456091825937,0.015353693758561,0.945844676263576
"12697",INTEGER,45812,-0.00565106913892208,-0.0210923738277937,0.00979023554994957,0.473187194120018
"12702",CONTINUOUS,41681,0.00137032146177852,-0.0130686004620927,0.0158092433856498,0.852433757018126
