name,countValue
binary.error,3
catMul.10,111
catMul.binary,149
catMul.over10,38
catSin.case2,20
catSin.case3,3
catSin.onevalue,3
catSinToCatMul,1
cont.main,16
cont.ordcattry,3
cont.ordcattry.ordcat,3
excluded.catSin,2
excluded.int,2
int.catord,6
int.continuous,11
notinphenofile,44
ordCat,9
start.catMul,2
start.catSin,26
start.cont,8
start.int,17
success.binary,38
success.continuous,16
success.ordCat,9
success.unordCat,18
unordCat.500,1
unordCat.cats,1
