name,countValue
binary.error,1
catMul.binary,7
catMul.over10,7
catSin.case3,29
catSinToCatMul,1
cont.main,202
cont.ordcattry,8
cont.ordcattry.ordcat,8
excluded.catSin,8
excluded.int,1
int.continuous,77
notinphenofile,2
ordCat,8
start.catMul,1
start.catSin,29
start.cont,133
start.int,77
success.binary,35
success.continuous,202
success.ordCat,8
